scheduler,data_size,test_name,throughput_rps,latency_avg,latency_p50,latency_p95,latency_p99,requests,clients,pipeline
scx_chaos,1,HSET,784929.31,0.921,0.935,1.159,1.751,1000000,50,16
scx_chaos,1,LPUSH (needed to benchmark LRANGE),735294.06,0.843,0.847,1.255,1.655,1000000,50,16
scx_chaos,1,LRANGE_100 (first 100 elements),180831.83,4.021,4.207,4.967,8.111,1000000,50,16
scx_chaos,1,LPUSH (needed to benchmark LRANGE),787401.56,0.772,0.703,1.407,1.983,1000000,50,16
scx_chaos,1,LRANGE_300 (first 300 elements),45913.68,6.803,6.471,11.583,16.447,1000000,50,16
scx_chaos,1,LPUSH (needed to benchmark LRANGE),657894.75,0.858,0.823,1.447,3.383,1000000,50,16
scx_chaos,1,LRANGE_500 (first 500 elements),27041.64,9.431,8.487,16.479,20.399,1000000,50,16
scx_chaos,1,LPUSH (needed to benchmark LRANGE),793650.75,0.818,0.855,1.079,1.775,1000000,50,16
scx_chaos,1,LRANGE_600 (first 600 elements),21240.44,10.846,9.455,20.079,27.919,1000000,50,16
scx_chaos,1,MSET (10 keys),286697.25,2.783,2.751,2.799,4.319,1000000,50,16
scx_chaos,16,SET,834028.38,0.862,0.887,0.967,1.783,1000000,50,16
scx_chaos,16,GET,931098.69,0.504,0.463,0.775,1.055,1000000,50,16
scx_chaos,16,INCR,909090.88,0.76,0.807,0.895,1.527,1000000,50,16
scx_chaos,16,LPUSH,811688.31,0.914,0.919,0.999,1.871,1000000,50,16
scx_chaos,16,LPOP,781250.0,0.953,0.959,1.055,1.951,1000000,50,16
scx_chaos,16,SADD,857632.94,0.824,0.847,1.031,1.671,1000000,50,16
scx_chaos,16,HSET,775193.81,0.977,0.975,1.047,1.919,1000000,50,16
scx_chaos,16,LPUSH (needed to benchmark LRANGE),787401.56,0.924,0.927,1.199,1.815,1000000,50,16
scx_chaos,16,LRANGE_100 (first 100 elements),129870.13,5.791,5.911,6.927,10.575,1000000,50,16
scx_chaos,16,LPUSH (needed to benchmark LRANGE),714285.69,0.91,0.895,1.647,1.903,1000000,50,16
scx_chaos,16,LRANGE_300 (first 300 elements),39556.96,5.665,4.575,12.919,18.463,1000000,50,16
scx_chaos,16,LPUSH (needed to benchmark LRANGE),735294.06,0.869,0.879,1.407,1.495,1000000,50,16
scx_chaos,16,LRANGE_500 (first 500 elements),20424.84,6.03,5.615,8.439,15.503,1000000,50,16
scx_chaos,16,LPUSH (needed to benchmark LRANGE),666666.62,0.951,0.911,1.759,2.007,1000000,50,16
scx_chaos,16,LRANGE_600 (first 600 elements),16989.47,6.275,5.775,9.215,17.135,1000000,50,16
scx_chaos,16,MSET (10 keys),251193.17,3.177,3.151,3.207,5.623,1000000,50,16
scx_chaos,64,SET,794912.56,0.956,0.959,1.031,1.951,1000000,50,16
scx_chaos,64,GET,915750.94,0.584,0.519,0.831,1.167,1000000,50,16
scx_chaos,64,INCR,871839.62,0.752,0.751,1.031,1.535,1000000,50,16
scx_chaos,64,LPUSH,727802.06,1.039,1.047,1.143,1.999,1000000,50,16
scx_chaos,64,LPOP,705218.62,1.061,1.063,1.127,2.135,1000000,50,16
scx_chaos,64,SADD,862069.0,0.794,0.831,0.951,1.455,1000000,50,16
scx_chaos,64,HSET,689655.12,1.091,1.103,1.151,2.175,1000000,50,16
scx_chaos,64,LPUSH (needed to benchmark LRANGE),699300.69,1.034,1.055,1.255,2.207,1000000,50,16
scx_chaos,64,LRANGE_100 (first 100 elements),91659.03,7.569,8.391,9.607,10.583,1000000,50,16
scx_chaos,64,LPUSH (needed to benchmark LRANGE),689655.19,1.12,1.039,1.967,2.151,1000000,50,16
scx_chaos,64,LRANGE_300 (first 300 elements),22446.69,3.35,3.087,4.519,9.127,1000000,50,16
scx_chaos,64,LPUSH (needed to benchmark LRANGE),632911.38,1.203,1.055,1.911,4.247,1000000,50,16
scx_chaos,64,LRANGE_500 (first 500 elements),12581.78,3.904,3.423,5.095,19.135,1000000,50,16
scx_chaos,64,LPUSH (needed to benchmark LRANGE),649350.62,1.067,1.023,1.671,2.175,1000000,50,16
scx_chaos,64,LRANGE_600 (first 600 elements),10418.84,4.162,3.495,6.287,23.535,1000000,50,16
scx_chaos,64,MSET (10 keys),207339.83,3.85,3.807,4.135,5.991,1000000,50,16
scx_chaos,256,SET,677506.81,1.028,1.063,1.183,2.151,1000000,50,16
scx_chaos,256,GET,865051.88,0.546,0.487,0.887,1.391,1000000,50,16
scx_chaos,256,INCR,933706.81,0.656,0.663,0.855,1.343,1000000,50,16
scx_chaos,256,LPUSH,600600.62,1.311,1.295,1.487,2.391,1000000,50,16
scx_chaos,256,LPOP,670241.31,1.154,1.151,1.191,2.215,1000000,50,16
scx_chaos,256,SADD,835421.88,0.779,0.791,1.079,1.671,1000000,50,16
scx_chaos,256,HSET,640615.0,1.203,1.207,1.303,2.263,1000000,50,16
scx_chaos,256,LPUSH (needed to benchmark LRANGE),574712.69,1.32,1.311,1.479,2.519,1000000,50,16
scx_chaos,256,LRANGE_100 (first 100 elements),42808.22,1.555,1.359,2.415,5.311,1000000,50,16
scx_chaos,256,LPUSH (needed to benchmark LRANGE),574712.69,1.275,1.287,1.543,2.471,1000000,50,16
scx_chaos,256,LRANGE_300 (first 300 elements),11399.91,2.182,1.759,3.367,6.839,1000000,50,16
scx_chaos,256,LPUSH (needed to benchmark LRANGE),568181.81,1.358,1.271,1.583,4.543,1000000,50,16
scx_chaos,256,LRANGE_500 (first 500 elements),6546.22,3.47,2.639,5.151,38.527,1000000,50,16
scx_chaos,256,LPUSH (needed to benchmark LRANGE),561797.75,1.26,1.231,1.511,3.495,1000000,50,16
scx_chaos,256,LRANGE_600 (first 600 elements),5210.5,3.927,2.887,5.543,40.319,1000000,50,16
scx_chaos,256,MSET (10 keys),124115.67,2.071,2.055,2.375,3.671,1000000,50,16
scx_chaos,1024,SET,529100.56,1.396,1.431,1.543,2.631,1000000,50,16
scx_chaos,1024,GET,641848.56,0.669,0.575,1.119,1.647,1000000,50,16
scx_chaos,1024,INCR,914913.06,0.703,0.703,0.927,1.503,1000000,50,16
scx_chaos,1024,LPUSH,348189.41,2.25,2.239,2.599,3.455,1000000,50,16
scx_chaos,1024,LPOP,464252.53,1.659,1.615,2.223,2.895,1000000,50,16
scx_chaos,1024,SADD,871080.12,0.809,0.847,0.935,1.647,1000000,50,16
scx_chaos,1024,HSET,491159.12,1.5,1.535,1.671,2.703,1000000,50,16
scx_chaos,1024,LPUSH (needed to benchmark LRANGE),340136.06,2.267,2.255,2.631,3.439,1000000,50,16
scx_chaos,1024,LRANGE_100 (first 100 elements),14684.29,1.97,1.567,2.823,11.351,1000000,50,16
scx_chaos,1024,LPUSH (needed to benchmark LRANGE),342465.75,2.182,2.183,2.855,3.783,1000000,50,16
scx_chaos,1024,LRANGE_300 (first 300 elements),2877.37,5.273,3.895,8.559,38.175,1000000,50,16
scx_chaos,1024,LPUSH (needed to benchmark LRANGE),344827.59,2.235,2.231,2.655,3.407,1000000,50,16
scx_chaos,1024,LRANGE_500 (first 500 elements),1454.46,8.346,5.791,8.759,114.943,1000000,50,16
scx_chaos,1024,LPUSH (needed to benchmark LRANGE),378787.88,2.008,1.991,2.839,3.559,1000000,50,16
scx_chaos,1024,LRANGE_600 (first 600 elements),1156.85,10.696,7.135,12.511,159.999,1000000,50,16
scx_chaos,1024,MSET (10 keys),67024.12,1.35,1.239,2.439,3.503,1000000,50,16
scx_chaos,2048,SET,307787.0,1.386,1.399,1.847,2.311,1000000,50,16
scx_chaos,2048,GET,459347.72,1.481,1.567,1.847,2.751,1000000,50,16
scx_chaos,2048,INCR,875656.75,0.738,0.791,0.919,1.559,1000000,50,16
scx_chaos,2048,LPUSH,172741.41,2.215,2.207,2.519,3.751,1000000,50,16
scx_chaos,2048,LPOP,328515.12,2.295,2.303,3.255,3.687,1000000,50,16
scx_chaos,2048,SADD,824402.25,0.782,0.831,0.991,1.615,1000000,50,16
scx_chaos,2048,HSET,261028.45,1.322,1.311,1.839,2.759,1000000,50,16
scx_chaos,2048,LPUSH (needed to benchmark LRANGE),176056.33,2.03,2.015,2.543,3.439,1000000,50,16
scx_chaos,2048,LRANGE_100 (first 100 elements),5856.17,8.129,2.639,85.823,105.151,1000000,50,16
scx_chaos,2048,LPUSH (needed to benchmark LRANGE),177619.89,2.152,2.143,2.735,3.871,1000000,50,16
scx_chaos,2048,LRANGE_300 (first 300 elements),1225.45,9.082,6.311,9.735,70.463,1000000,50,16
scx_chaos,2048,LPUSH (needed to benchmark LRANGE),142045.45,2.694,2.087,5.647,19.055,1000000,50,16
scx_chaos,2048,LRANGE_500 (first 500 elements),684.63,18.32,11.383,18.255,290.047,1000000,50,16
scx_chaos,2048,LPUSH (needed to benchmark LRANGE),204081.62,1.783,1.927,2.663,3.335,1000000,50,16
scx_chaos,2048,LRANGE_600 (first 600 elements),558.37,23.069,13.943,20.655,393.215,1000000,50,16
scx_chaos,2048,MSET (10 keys),58004.64,6.971,6.879,10.319,12.127,1000000,50,16
scx_flash,1,SET,506585.62,0.977,0.927,1.767,2.303,1000000,50,16
scx_flash,1,GET,532198.0,0.853,0.887,1.247,1.735,1000000,50,16
scx_flash,1,INCR,530785.56,0.891,0.895,1.423,1.743,1000000,50,16
scx_flash,1,LPUSH,514138.81,0.956,0.911,1.727,2.063,1000000,50,16
scx_flash,1,LPOP,564334.12,0.951,0.919,1.639,2.039,1000000,50,16
scx_flash,1,SADD,528262.0,0.917,0.903,1.479,1.815,1000000,50,16
scx_flash,1,HSET,497017.88,1.045,0.959,1.831,2.463,1000000,50,16
scx_flash,1,LPUSH (needed to benchmark LRANGE),507614.22,1.002,0.927,1.631,3.719,1000000,50,16
scx_flash,1,LRANGE_100 (first 100 elements),84817.64,5.13,4.695,9.239,11.623,1000000,50,16
scx_flash,1,LPUSH (needed to benchmark LRANGE),666666.62,0.745,0.623,1.527,1.911,1000000,50,16
scx_flash,1,LRANGE_300 (first 300 elements),28843.38,11.182,9.111,23.919,30.687,1000000,50,16
scx_flash,1,LPUSH (needed to benchmark LRANGE),420168.06,1.169,0.999,1.775,4.575,1000000,50,16
scx_flash,1,LRANGE_500 (first 500 elements),18301.61,14.833,13.551,27.919,36.287,1000000,50,16
scx_flash,1,LPUSH (needed to benchmark LRANGE),510204.09,1.045,0.951,1.767,2.119,1000000,50,16
scx_flash,1,LRANGE_600 (first 600 elements),17667.85,13.176,11.399,25.487,30.543,1000000,50,16
scx_flash,1,MSET (10 keys),283849.0,2.811,2.759,2.815,5.255,1000000,50,16
scx_flash,16,SET,622665.0,0.944,0.919,1.583,2.055,1000000,50,16
scx_flash,16,GET,681198.88,0.719,0.575,1.391,1.463,1000000,50,16
scx_flash,16,INCR,511508.94,0.934,0.919,1.527,1.895,1000000,50,16
scx_flash,16,LPUSH,667556.75,0.965,0.927,1.511,1.975,1000000,50,16
scx_flash,16,LPOP,725689.38,0.963,0.951,1.143,1.999,1000000,50,16
scx_flash,16,SADD,718390.81,0.889,0.879,1.247,1.775,1000000,50,16
scx_flash,16,HSET,597371.56,0.972,0.991,1.367,1.903,1000000,50,16
scx_flash,16,LPUSH (needed to benchmark LRANGE),662251.69,0.947,0.935,1.239,3.559,1000000,50,16
scx_flash,16,LRANGE_100 (first 100 elements),125470.52,5.977,6.031,7.167,10.839,1000000,50,16
scx_flash,16,LPUSH (needed to benchmark LRANGE),571428.56,0.861,0.799,1.455,1.975,1000000,50,16
scx_flash,16,LRANGE_300 (first 300 elements),26624.07,7.18,5.023,15.647,19.103,1000000,50,16
scx_flash,16,LPUSH (needed to benchmark LRANGE),462962.94,0.981,0.975,1.575,1.975,1000000,50,16
scx_flash,16,LRANGE_500 (first 500 elements),19960.08,6.045,5.607,8.367,16.751,1000000,50,16
scx_flash,16,LPUSH (needed to benchmark LRANGE),500000.0,1.025,0.967,1.815,1.847,1000000,50,16
scx_flash,16,LRANGE_600 (first 600 elements),16339.87,6.455,5.983,8.407,18.479,1000000,50,16
scx_flash,16,MSET (10 keys),245098.05,3.257,3.151,4.223,6.791,1000000,50,16
scx_flash,64,SET,471475.72,1.044,0.991,1.807,2.327,1000000,50,16
scx_flash,64,GET,578034.69,0.798,0.743,1.199,1.767,1000000,50,16
scx_flash,64,INCR,550055.0,0.83,0.855,1.351,1.847,1000000,50,16
scx_flash,64,LPUSH,529380.62,1.121,1.079,2.071,2.239,1000000,50,16
scx_flash,64,LPOP,566893.38,1.132,1.095,1.911,2.247,1000000,50,16
scx_flash,64,SADD,509164.97,0.955,0.935,1.575,1.927,1000000,50,16
scx_flash,64,HSET,563697.81,1.127,1.119,1.911,2.295,1000000,50,16
scx_flash,64,LPUSH (needed to benchmark LRANGE),471698.12,1.166,1.103,2.087,3.175,1000000,50,16
scx_flash,64,LRANGE_100 (first 100 elements),68352.7,6.924,8.471,9.887,13.335,1000000,50,16
scx_flash,64,LPUSH (needed to benchmark LRANGE),452488.69,1.244,1.047,2.095,3.927,1000000,50,16
scx_flash,64,LRANGE_300 (first 300 elements),20008.0,3.665,3.143,7.711,9.855,1000000,50,16
scx_flash,64,LPUSH (needed to benchmark LRANGE),442477.88,1.004,0.975,1.263,4.615,1000000,50,16
scx_flash,64,LRANGE_500 (first 500 elements),10750.38,4.774,3.487,9.399,21.823,1000000,50,16
scx_flash,64,LPUSH (needed to benchmark LRANGE),500000.0,1.201,1.063,2.071,4.183,1000000,50,16
scx_flash,64,LRANGE_600 (first 600 elements),9130.75,4.423,3.575,8.759,19.359,1000000,50,16
scx_flash,64,MSET (10 keys),203624.53,3.92,3.815,4.879,7.495,1000000,50,16
scx_flash,256,SET,537634.38,1.139,1.127,1.791,2.351,1000000,50,16
scx_flash,256,GET,566572.25,0.808,0.727,1.255,1.479,1000000,50,16
scx_flash,256,INCR,550055.0,0.867,0.895,1.431,1.767,1000000,50,16
scx_flash,256,LPUSH,554938.94,1.367,1.351,1.631,2.575,1000000,50,16
scx_flash,256,LPOP,592066.31,1.179,1.191,1.351,2.327,1000000,50,16
scx_flash,256,SADD,562113.56,0.897,0.887,1.455,1.871,1000000,50,16
scx_flash,256,HSET,603500.31,1.293,1.263,1.407,2.343,1000000,50,16
scx_flash,256,LPUSH (needed to benchmark LRANGE),512820.53,1.439,1.319,2.647,2.919,1000000,50,16
scx_flash,256,LRANGE_100 (first 100 elements),35842.29,1.799,1.479,3.135,6.511,1000000,50,16
scx_flash,256,LPUSH (needed to benchmark LRANGE),526315.81,1.359,1.303,2.279,2.783,1000000,50,16
scx_flash,256,LRANGE_300 (first 300 elements),10575.3,2.287,1.823,3.607,13.343,1000000,50,16
scx_flash,256,LPUSH (needed to benchmark LRANGE),442477.88,1.12,1.087,1.719,1.903,1000000,50,16
scx_flash,256,LRANGE_500 (first 500 elements),6243.76,3.512,2.591,4.887,36.639,1000000,50,16
scx_flash,256,LPUSH (needed to benchmark LRANGE),373134.31,1.617,1.207,2.615,5.111,1000000,50,16
scx_flash,256,LRANGE_600 (first 600 elements),4874.24,4.348,3.023,8.071,39.679,1000000,50,16
scx_flash,256,MSET (10 keys),122789.78,2.06,2.023,2.631,3.951,1000000,50,16
scx_flash,1024,SET,411861.62,1.499,1.495,2.207,2.911,1000000,50,16
scx_flash,1024,GET,407664.06,0.978,1.031,1.399,1.815,1000000,50,16
scx_flash,1024,INCR,559910.44,0.872,0.863,1.487,1.911,1000000,50,16
scx_flash,1024,LPUSH,329380.75,2.24,2.287,2.679,4.543,1000000,50,16
scx_flash,1024,LPOP,414421.88,1.576,1.607,2.383,3.055,1000000,50,16
scx_flash,1024,SADD,570125.44,0.912,0.903,1.375,1.815,1000000,50,16
scx_flash,1024,HSET,434404.84,1.627,1.623,2.231,3.031,1000000,50,16
scx_flash,1024,LPUSH (needed to benchmark LRANGE),314465.41,2.251,2.319,3.055,3.967,1000000,50,16
scx_flash,1024,LRANGE_100 (first 100 elements),13257.32,2.137,1.687,2.703,15.967,1000000,50,16
scx_flash,1024,LPUSH (needed to benchmark LRANGE),319488.81,2.437,2.295,3.799,4.631,1000000,50,16
scx_flash,1024,LRANGE_300 (first 300 elements),2666.81,5.431,4.055,9.447,31.391,1000000,50,16
scx_flash,1024,LPUSH (needed to benchmark LRANGE),304878.03,2.044,2.135,2.671,3.407,1000000,50,16
scx_flash,1024,LRANGE_500 (first 500 elements),1332.62,9.053,6.239,10.927,121.791,1000000,50,16
scx_flash,1024,LPUSH (needed to benchmark LRANGE),316455.69,1.785,1.591,2.807,3.263,1000000,50,16
scx_flash,1024,LRANGE_600 (first 600 elements),1077.66,11.769,7.295,13.999,170.367,1000000,50,16
scx_flash,1024,MSET (10 keys),65231.57,2.536,1.991,6.247,8.119,1000000,50,16
scx_flash,2048,SET,278862.25,1.496,1.303,2.359,2.703,1000000,50,16
scx_flash,2048,GET,353232.06,1.093,1.039,1.759,2.487,1000000,50,16
scx_flash,2048,INCR,564652.75,0.817,0.807,1.271,1.751,1000000,50,16
scx_flash,2048,LPUSH,172443.53,2.239,2.223,2.503,3.775,1000000,50,16
scx_flash,2048,LPOP,329272.31,2.082,2.199,2.719,3.615,1000000,50,16
scx_flash,2048,SADD,706713.81,0.858,0.863,1.223,1.727,1000000,50,16
scx_flash,2048,HSET,251067.03,1.441,1.407,2.383,2.951,1000000,50,16
scx_flash,2048,LPUSH (needed to benchmark LRANGE),176366.86,2.223,2.183,2.959,3.663,1000000,50,16
scx_flash,2048,LRANGE_100 (first 100 elements),5365.67,3.768,2.703,4.575,34.399,1000000,50,16
scx_flash,2048,LPUSH (needed to benchmark LRANGE),180180.17,2.03,2.007,2.559,3.663,1000000,50,16
scx_flash,2048,LRANGE_300 (first 300 elements),1159.16,9.747,6.887,11.503,73.663,1000000,50,16
scx_flash,2048,LPUSH (needed to benchmark LRANGE),139275.77,2.8,2.111,5.247,18.527,1000000,50,16
scx_flash,2048,LRANGE_500 (first 500 elements),652.74,18.301,11.095,17.103,369.919,1000000,50,16
scx_flash,2048,LPUSH (needed to benchmark LRANGE),184501.84,2.061,2.063,2.967,3.575,1000000,50,16
scx_flash,2048,LRANGE_600 (first 600 elements),532.56,22.711,13.767,23.215,420.607,1000000,50,16
scx_flash,2048,MSET (10 keys),49429.09,8.238,7.863,13.471,16.079,1000000,50,16
scx_flatcg,1,SET,603864.75,0.833,0.807,1.327,1.855,1000000,50,16
scx_flatcg,1,GET,740740.75,0.606,0.487,0.967,1.167,1000000,50,16
scx_flatcg,1,INCR,630517.06,0.726,0.639,1.039,1.431,1000000,50,16
scx_flatcg,1,LPUSH,626959.25,0.778,0.711,1.167,1.647,1000000,50,16
scx_flatcg,1,LPOP,593471.81,0.851,0.839,1.351,1.895,1000000,50,16
scx_flatcg,1,SADD,622665.0,0.778,0.735,1.103,1.463,1000000,50,16
scx_flatcg,1,HSET,599520.38,0.827,0.791,1.279,1.775,1000000,50,16
scx_flatcg,1,LPUSH (needed to benchmark LRANGE),523560.22,0.927,0.887,1.639,2.535,1000000,50,16
scx_flatcg,1,LRANGE_100 (first 100 elements),132275.14,3.45,2.623,8.255,10.919,1000000,50,16
scx_flatcg,1,LPUSH (needed to benchmark LRANGE),558659.19,0.878,0.823,1.511,2.311,1000000,50,16
scx_flatcg,1,LRANGE_300 (first 300 elements),44365.57,7.056,6.439,12.991,20.159,1000000,50,16
scx_flatcg,1,LPUSH (needed to benchmark LRANGE),543478.25,0.882,0.815,1.519,3.735,1000000,50,16
scx_flatcg,1,LRANGE_500 (first 500 elements),23877.74,10.997,9.079,22.831,30.143,1000000,50,16
scx_flatcg,1,LPUSH (needed to benchmark LRANGE),505050.5,0.837,0.831,1.263,2.111,1000000,50,16
scx_flatcg,1,LRANGE_600 (first 600 elements),19786.31,11.28,9.815,21.775,29.999,1000000,50,16
scx_flatcg,1,MSET (10 keys),282246.69,2.826,2.767,2.831,5.383,1000000,50,16
scx_flatcg,16,SET,599520.38,0.817,0.759,1.247,1.663,1000000,50,16
scx_flatcg,16,GET,716845.88,0.642,0.527,1.007,1.311,1000000,50,16
scx_flatcg,16,INCR,651041.69,0.731,0.663,1.047,1.423,1000000,50,16
scx_flatcg,16,LPUSH,588928.19,0.824,0.799,1.223,1.551,1000000,50,16
scx_flatcg,16,LPOP,609013.44,0.893,0.903,1.359,1.951,1000000,50,16
scx_flatcg,16,SADD,628140.69,0.764,0.711,1.079,1.431,1000000,50,16
scx_flatcg,16,HSET,602772.75,0.875,0.887,1.295,1.751,1000000,50,16
scx_flatcg,16,LPUSH (needed to benchmark LRANGE),540540.56,0.86,0.863,1.391,1.727,1000000,50,16
scx_flatcg,16,LRANGE_100 (first 100 elements),116550.12,5.88,6.183,7.655,11.655,1000000,50,16
scx_flatcg,16,LPUSH (needed to benchmark LRANGE),537634.38,0.816,0.703,1.383,1.727,1000000,50,16
scx_flatcg,16,LRANGE_300 (first 300 elements),36523.01,5.221,4.551,9.495,16.015,1000000,50,16
scx_flatcg,16,LPUSH (needed to benchmark LRANGE),471698.12,0.914,0.847,1.455,3.807,1000000,50,16
scx_flatcg,16,LRANGE_500 (first 500 elements),20391.52,6.068,5.575,8.351,18.335,1000000,50,16
scx_flatcg,16,LPUSH (needed to benchmark LRANGE),543478.25,0.863,0.791,1.487,3.367,1000000,50,16
scx_flatcg,16,LRANGE_600 (first 600 elements),16398.82,6.675,5.831,11.223,24.751,1000000,50,16
scx_flatcg,16,MSET (10 keys),248694.36,3.209,3.103,4.167,6.607,1000000,50,16
scx_flatcg,64,SET,563380.31,0.902,0.879,1.423,1.831,1000000,50,16
scx_flatcg,64,GET,623830.31,0.729,0.639,1.047,1.343,1000000,50,16
scx_flatcg,64,INCR,637755.12,0.738,0.687,1.055,1.447,1000000,50,16
scx_flatcg,64,LPUSH,554938.94,0.937,0.903,1.487,2.111,1000000,50,16
scx_flatcg,64,LPOP,561482.31,0.921,0.903,1.415,1.943,1000000,50,16
scx_flatcg,64,SADD,622277.56,0.773,0.719,1.119,1.607,1000000,50,16
scx_flatcg,64,HSET,568181.81,0.968,0.951,1.407,1.967,1000000,50,16
scx_flatcg,64,LPUSH (needed to benchmark LRANGE),543478.25,0.961,0.935,1.423,1.919,1000000,50,16
scx_flatcg,64,LRANGE_100 (first 100 elements),85543.2,7.889,8.695,10.759,14.887,1000000,50,16
scx_flatcg,64,LPUSH (needed to benchmark LRANGE),512820.53,0.908,0.815,1.559,1.935,1000000,50,16
scx_flatcg,64,LRANGE_300 (first 300 elements),20916.12,3.922,3.023,7.895,23.135,1000000,50,16
scx_flatcg,64,LPUSH (needed to benchmark LRANGE),485436.91,0.948,0.815,1.591,2.823,1000000,50,16
scx_flatcg,64,LRANGE_500 (first 500 elements),11839.92,4.398,3.431,8.719,24.607,1000000,50,16
scx_flatcg,64,LPUSH (needed to benchmark LRANGE),462962.94,0.921,0.895,1.535,1.807,1000000,50,16
scx_flatcg,64,LRANGE_600 (first 600 elements),10315.66,4.698,3.511,6.375,38.495,1000000,50,16
scx_flatcg,64,MSET (10 keys),201653.55,3.958,3.871,4.919,7.543,1000000,50,16
scx_flatcg,256,SET,517866.41,0.972,0.943,1.527,1.967,1000000,50,16
scx_flatcg,256,GET,684931.5,0.698,0.607,1.063,1.471,1000000,50,16
scx_flatcg,256,INCR,628930.81,0.73,0.647,1.063,1.535,1000000,50,16
scx_flatcg,256,LPUSH,499500.47,1.147,1.047,1.687,2.543,1000000,50,16
scx_flatcg,256,LPOP,529941.69,1.016,0.975,1.535,2.199,1000000,50,16
scx_flatcg,256,SADD,611620.81,0.772,0.711,1.111,1.663,1000000,50,16
scx_flatcg,256,HSET,481463.69,1.062,1.007,1.663,2.183,1000000,50,16
scx_flatcg,256,LPUSH (needed to benchmark LRANGE),526315.81,1.337,1.327,1.807,2.871,1000000,50,16
scx_flatcg,256,LRANGE_100 (first 100 elements),37735.85,1.847,1.447,2.935,14.991,1000000,50,16
scx_flatcg,256,LPUSH (needed to benchmark LRANGE),427350.44,1.15,1.023,1.887,3.831,1000000,50,16
scx_flatcg,256,LRANGE_300 (first 300 elements),10945.71,2.859,1.767,8.319,22.831,1000000,50,16
scx_flatcg,256,LPUSH (needed to benchmark LRANGE),442477.88,1.173,1.063,1.735,2.271,1000000,50,16
scx_flatcg,256,LRANGE_500 (first 500 elements),6319.51,4.27,2.591,19.295,38.271,1000000,50,16
scx_flatcg,256,LPUSH (needed to benchmark LRANGE),427350.44,1.08,0.991,1.951,2.375,1000000,50,16
scx_flatcg,256,LRANGE_600 (first 600 elements),5051.53,4.652,2.887,17.871,46.143,1000000,50,16
scx_flatcg,256,MSET (10 keys),121006.77,2.104,1.647,4.007,6.023,1000000,50,16
scx_flatcg,1024,SET,413564.94,1.209,1.135,1.703,2.175,1000000,50,16
scx_flatcg,1024,GET,515729.75,0.785,0.687,1.223,1.447,1000000,50,16
scx_flatcg,1024,INCR,643500.62,0.731,0.679,1.031,1.383,1000000,50,16
scx_flatcg,1024,LPUSH,336700.34,2.09,2.191,2.687,4.359,1000000,50,16
scx_flatcg,1024,LPOP,408329.94,1.31,1.143,2.095,2.751,1000000,50,16
scx_flatcg,1024,SADD,629722.88,0.761,0.719,1.079,1.583,1000000,50,16
scx_flatcg,1024,HSET,401929.28,1.348,1.287,2.007,2.671,1000000,50,16
scx_flatcg,1024,LPUSH (needed to benchmark LRANGE),323624.62,2.383,2.295,3.399,4.447,1000000,50,16
scx_flatcg,1024,LRANGE_100 (first 100 elements),14308.2,3.247,1.559,7.815,45.407,1000000,50,16
scx_flatcg,1024,LPUSH (needed to benchmark LRANGE),326797.41,1.825,1.703,2.775,3.415,1000000,50,16
scx_flatcg,1024,LRANGE_300 (first 300 elements),2717.24,7.012,4.247,21.455,50.911,1000000,50,16
scx_flatcg,1024,LPUSH (needed to benchmark LRANGE),304878.03,1.912,1.799,2.759,4.271,1000000,50,16
scx_flatcg,1024,LRANGE_500 (first 500 elements),1405.09,11.112,6.343,23.727,173.055,1000000,50,16
scx_flatcg,1024,LPUSH (needed to benchmark LRANGE),328947.38,1.623,1.447,2.495,3.199,1000000,50,16
scx_flatcg,1024,LRANGE_600 (first 600 elements),1133.3,12.222,7.287,24.607,185.727,1000000,50,16
scx_flatcg,1024,MSET (10 keys),66050.2,3.056,2.319,7.143,17.007,1000000,50,16
scx_flatcg,2048,SET,286861.72,1.442,1.415,2.031,2.471,1000000,50,16
scx_flatcg,2048,GET,362976.41,1.117,1.007,1.687,2.407,1000000,50,16
scx_flatcg,2048,INCR,638977.62,0.726,0.647,1.047,1.527,1000000,50,16
scx_flatcg,2048,LPUSH,177304.97,2.216,2.191,2.447,3.679,1000000,50,16
scx_flatcg,2048,LPOP,311332.5,1.79,1.751,2.695,3.831,1000000,50,16
scx_flatcg,2048,SADD,637755.12,0.767,0.727,1.071,1.407,1000000,50,16
scx_flatcg,2048,HSET,220994.47,1.678,1.287,1.783,2.895,1000000,50,16
scx_flatcg,2048,LPUSH (needed to benchmark LRANGE),175746.92,2.207,2.167,3.311,4.327,1000000,50,16
scx_flatcg,2048,LRANGE_100 (first 100 elements),5641.75,8.174,2.623,77.055,101.951,1000000,50,16
scx_flatcg,2048,LPUSH (needed to benchmark LRANGE),186915.88,2.094,2.079,2.423,4.143,1000000,50,16
scx_flatcg,2048,LRANGE_300 (first 300 elements),1220.02,10.108,7.183,18.559,34.303,1000000,50,16
scx_flatcg,2048,LPUSH (needed to benchmark LRANGE),135501.36,2.927,2.095,5.767,35.263,1000000,50,16
scx_flatcg,2048,LRANGE_500 (first 500 elements),668.4,19.287,11.663,31.343,257.151,1000000,50,16
scx_flatcg,2048,LPUSH (needed to benchmark LRANGE),210970.47,1.814,1.783,2.567,3.615,1000000,50,16
scx_flatcg,2048,LRANGE_600 (first 600 elements),549.65,29.201,13.751,36.575,588.799,1000000,50,16
